"pathway","log2FC","pvalue","FDR"
"SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_dorei",0.163701642145302,0.319823755101626,0.409851021469677
"PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Lachnospira.s__Lachnospira_pectinoschiza",-0.19207165369793,0.321862042045442,0.412219293801698
"VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_ovatus",0.213744213376275,0.323167090083953,0.413646239936165
"PWY-7111: pyruvate fermentation to isobutanol (engineered)|unclassified",-0.0884215957891798,0.32480138445134,0.415492680109831
"PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis",0.112960818714708,0.325564409956406,0.416223053908869
"UNINTEGRATED|g__Coprococcus.s__Coprococcus_comes",0.00442747378882384,0.326050983935194,0.416599340912479
"PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bacteroides.s__Bacteroides_cellulosilyticus",0.185081128739997,0.328050918386758,0.418414561591585
"PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Bacteroides.s__Bacteroides_cellulosilyticus",0.185081128739997,0.328050918386758,0.418414561591585
"ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_massiliensis",0.158039974725971,0.328008268265183,0.418414561591585
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Roseburia.s__Roseburia_faecis",-0.0272358358495676,0.328578486362352,0.418840929380716
"PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Alistipes.s__Alistipes_putredinis_CAG_67",-0.193361700527942,0.330868068160316,0.421511524810938
"PWY-1042: glycolysis IV (plant cytosol)|g__Bacteroides.s__Bacteroides_dorei",0.188626292401837,0.331957919097514,0.422651475137669
"PWY-7663: gondoate biosynthesis (anaerobic)|g__Alistipes.s__Alistipes_finegoldii",0.145737202184098,0.332778334975957,0.423447241275924
"PWY-6608: guanosine nucleotides degradation III|g__Roseburia.s__Roseburia_intestinalis",-0.293880286802282,0.3336571743071,0.4243163713166
"ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Eubacterium.s__Eubacterium_eligens",-0.0271613132478314,0.336430467144849,0.427592271145389
"PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_dorei",0.167966694306084,0.337538898808486,0.428749586001166
"PWY-6270: isoprene biosynthesis I",0.0690711186863371,0.338555209036184,0.4297885987003
"PWY-5100: pyruvate fermentation to acetate and lactate II",0.0179014234029739,0.339426496219414,0.430642398891961
"PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_dorei",0.174610094606203,0.339689440428732,0.430723825283243
"COA-PWY: coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_cellulosilyticus",0.205640166554716,0.340876310420425,0.431962153104408
"THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)|g__Bacteroides.s__Bacteroides_dorei",0.156963721999596,0.341064718025677,0.431962153104408
"PWY-5103: L-isoleucine biosynthesis III|g__Eubacterium.s__Eubacterium_eligens",0.0352837923097836,0.341733978543344,0.432556969336113
"PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus",0.143779959776928,0.343211666760217,0.434173778090712
"PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Alistipes.s__Alistipes_finegoldii",0.0370725107521302,0.343894171296355,0.434783354258577
"PWY-6700: queuosine biosynthesis|g__Prevotella.s__Prevotella_copri",-0.0443902684174336,0.345785335127891,0.436919429284046
"HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_dorei",0.153334914742397,0.34625897400726,0.437262935124553
"PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Alistipes.s__Alistipes_finegoldii",0.071571302051959,0.34739560164917,0.438187583686701
"PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Alistipes.s__Alistipes_finegoldii",0.071571302051959,0.34739560164917,0.438187583686701
"CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Eubacterium.s__Eubacterium_eligens",-0.221509474288033,0.347828019261198,0.438431018239661
"BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Roseburia.s__Roseburia_hominis",-0.112159570431642,0.347993240134849,0.438431018239661
"PWY-5100: pyruvate fermentation to acetate and lactate II|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",-0.0620106233253174,0.348246494016066,0.438495149641379
"COA-PWY: coenzyme A biosynthesis I|g__Roseburia.s__Roseburia_faecis",-0.0279282671834403,0.349253951245219,0.439508311468286
"BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Eubacterium.s__Eubacterium_eligens",0.0258612361474507,0.350763599156811,0.441151897488572
"UNINTEGRATED|g__Bacteroides.s__Bacteroides_stercoris",-0.0566949286218533,0.351661347654566,0.442024443368588
"PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_stercoris",-0.0905234286975267,0.352744314353457,0.44312865461098
"PWY-5103: L-isoleucine biosynthesis III|g__Roseburia.s__Roseburia_hominis",-0.109678501868283,0.353231514000633,0.443483598400563
"PWY-1042: glycolysis IV (plant cytosol)",-0.0194633541536618,0.354527112639374,0.444852491655775
"PWY-3841: folate transformations II|g__Alistipes.s__Alistipes_finegoldii",0.0935210813045879,0.354991717261113,0.445126304715199
"PWY-6936: seleno-amino acid biosynthesis|g__Roseburia.s__Roseburia_faecis",-0.0188837924412608,0.355156151754767,0.445126304715199
"ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_cellulosilyticus",0.110520968006243,0.355412303802156,0.445189862623857
"HISDEG-PWY: L-histidine degradation I|g__Alistipes.s__Alistipes_finegoldii",0.0922133650280726,0.356794192725941,0.446662631794982
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",-0.0715411793493199,0.360775596782925,0.451315995429379
"PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_xylanisolvens",0.0630431316046343,0.361136103403111,0.451315995429379
"PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_xylanisolvens",0.0630431316046343,0.361136103403111,0.451315995429379
"PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Prevotella.s__Prevotella_copri",-0.0222116392445955,0.367343844692821,0.458544995074507
"PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Prevotella.s__Prevotella_copri",-0.0222116392445955,0.367343844692821,0.458544995074507
"PWY-6700: queuosine biosynthesis|g__Eubacterium.s__Eubacterium_eligens",-0.139670026257402,0.367804946201464,0.45885625700551
"UNINTEGRATED|g__Roseburia.s__Roseburia_intestinalis_CAG_13",-0.361948296411813,0.368749798859524,0.459505931068768
"ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens",0.0615147951953811,0.368701402790802,0.459505931068768
"PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",-0.0649566852912486,0.370338345677118,0.46113113162687
"UNINTEGRATED|g__Bacteroides.s__Bacteroides_massiliensis",0.198733073600281,0.370479603212912,0.46113113162687
"RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Barnesiella.s__Barnesiella_intestinihominis",-0.261826335848832,0.371559419157655,0.461984697083584
"PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Eubacterium.s__Eubacterium_eligens_CAG_72",-0.147160877985668,0.371591752199671,0.461984697083584
"PWY-6737: starch degradation V|g__Alistipes.s__Alistipes_finegoldii",0.0961367667245452,0.372739118212032,0.462350125452475
"PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_dorei",0.168266839160309,0.37258387606463,0.462350125452475
"PWY-6608: guanosine nucleotides degradation III|g__Roseburia.s__Roseburia_intestinalis_CAG_13",-0.267984209198179,0.372483514161064,0.462350125452475
"GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Eubacterium.s__Eubacterium_eligens",0.0368684335641079,0.372693239992166,0.462350125452475
"UNINTEGRATED|g__Eubacterium.s__Eubacterium_sp_CAG_38",-0.225241151172098,0.37335748558719,0.46285221468389
"VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_dorei",0.187673090520797,0.37449428804573,0.463996067578672
"1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Alistipes.s__Alistipes_putredinis_CAG_67",-0.200932348526144,0.376080551240554,0.465695174021874
"PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",-0.0175013764287527,0.376362938783743,0.465778691230366
"PWY-6317: galactose degradation I (Leloir pathway)|unclassified",-0.0937210481051651,0.378212941464739,0.467801052599366
"PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_dorei",0.187397015637206,0.378766587736158,0.467951650869016
"PWY-6609: adenine and adenosine salvage III|g__Roseburia.s__Roseburia_faecis",-0.0346146350418656,0.37859792461309,0.467951650869016
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_dorei",0.162752461859357,0.379753056940335,0.468903062330317
"PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Roseburia.s__Roseburia_faecis",-0.0190838404968002,0.382269620498259,0.471741610261804
"PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_dorei",0.175121373473747,0.384718782877805,0.474493797664316
"VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_massiliensis",0.162828307561438,0.391212853324913,0.482228812943735
"PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Eubacterium.s__Eubacterium_eligens_CAG_72",-0.140824461383857,0.391473724518375,0.482276043792677
"PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_massiliensis",0.16115140940032,0.392142325524404,0.482825238301922
"UNINTEGRATED|g__Parasutterella.s__Parasutterella_excrementihominis",-0.1768410097654,0.394657038781789,0.485645544031878
"PWY-5097: L-lysine biosynthesis VI|g__Bacteroides.s__Bacteroides_dorei",0.139355551904475,0.395834268976816,0.486817741698502
"PWY-6168: flavin biosynthesis III (fungi)|g__Bacteroides.s__Bacteroides_dorei",0.16221656002929,0.396249703616889,0.487052244888145
"PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",-0.0932028388171785,0.39693710874663,0.487620586538518
"ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Roseburia.s__Roseburia_hominis",-0.0783356600177045,0.39900848376312,0.489887469866675
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_cellulosilyticus",0.194881268186091,0.399291455877993,0.489957296085849
"PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_dorei",0.214969925305651,0.400501974134429,0.491164560242959
"PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Bacteroides.s__Bacteroides_dorei",0.12389752431731,0.406465212770219,0.498195767009652
"UNINTEGRATED|g__Akkermansia.s__Akkermansia_muciniphila",0.399442629358415,0.407560873287902,0.498871091731625
"COA-PWY: coenzyme A biosynthesis I",0.0191426952467445,0.407937044092496,0.498871091731625
"PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Roseburia.s__Roseburia_intestinalis_CAG_13",-0.26329315498866,0.407792354374395,0.498871091731625
"PWY-6168: flavin biosynthesis III (fungi)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",0.00742013275415074,0.407692821352962,0.498871091731625
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Bacteroides.s__Bacteroides_dorei",0.155429642966801,0.409499249892679,0.500499083202163
"ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_stercoris",-0.0570684897925988,0.410399779549445,0.501316979866768
"PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Alistipes.s__Alistipes_finegoldii",0.101936106680789,0.412623879920495,0.503749829739557
"PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Roseburia.s__Roseburia_intestinalis",-0.232667384136116,0.413748042735069,0.504837842684062
"PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Bacteroides.s__Bacteroides_dorei",0.181480015436529,0.414598478391147,0.505590828741484
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Eubacterium.s__Eubacterium_eligens_CAG_72",-0.13747166277943,0.414859454576618,0.505624543345068
"PWY-5973: cis-vaccenate biosynthesis|g__Alistipes.s__Alistipes_finegoldii",0.123281903550596,0.415616835478364,0.50626289065858
"PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis_CAG_3",0.0841192091679295,0.416212102174574,0.50670316034399
"PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6",-0.0259799249117784,0.417398838367545,0.507862595588136
"PWY-5304: superpathway of sulfur oxidation (Acidianus ambivalens)",-0.101363611574476,0.41795066214937,0.508248644712505
"PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",-0.0530131327572386,0.418591292466187,0.508742193367486
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_xylanisolvens",0.121628861104641,0.419594128743436,0.509675155261786
"PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_dorei",0.142995062159612,0.420390928041231,0.510356941773304
"PWY-6151: S-adenosyl-L-methionine cycle I|g__Roseburia.s__Roseburia_faecis",-0.00149922604882724,0.422831927580319,0.51303291549079
"UNINTEGRATED|g__Lawsonibacter.s__Lawsonibacter_asaccharolyticus",0.0780658260878853,0.42362820373109,0.513711425565346
"COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Gemmiger.s__Gemmiger_formicilis",-0.236855131568907,0.425470295722022,0.515656672723503
"NONMEVIPP-PWY: methylerythritol phosphate pathway I",0.0863781308888348,0.429332826634325,0.520047085140628
"COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_dorei",0.152414878788861,0.430600672798225,0.521291429024444
"PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_cellulosilyticus",0.213089204802045,0.430964179093037,0.521440187657516
"PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|unclassified",-0.154924252300111,0.431800049694479,0.521872431530532
"PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_cellulosilyticus",0.176656147554287,0.432284732163039,0.521872431530532
"PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_cellulosilyticus",0.176656147554287,0.432284732163039,0.521872431530532
"PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|unclassified",0.0157936146194622,0.432206621322013,0.521872431530532
"PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_dorei",0.163437310963553,0.435482756472139,0.525148098650599
"PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_dorei",0.145418684790409,0.435263289311677,0.525148098650599
"UNINTEGRATED|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens",0.0581019329184789,0.436915900590253,0.526583290644649
"THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",-0.127194808215322,0.437769431141741,0.527318708885021
"PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Alistipes.s__Alistipes_putredinis",-0.175560319292514,0.439741329549263,0.529399700629585
"PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_dorei",0.161811997256442,0.44054382604863,0.530071333174559
"HISTSYN-PWY: L-histidine biosynthesis|g__Parabacteroides.s__Parabacteroides_merdae",0.0547647431756587,0.441900254427467,0.531408352577315
"PWY-841: superpathway of purine nucleotides de novo biosynthesis I|unclassified",0.0187089409674874,0.442277964973156,0.531567581861802
"PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_cellulosilyticus",0.222464685737615,0.443343613619356,0.532552999286665
"DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Alistipes.s__Alistipes_finegoldii",0.195655719113828,0.44474306679353,0.533642428428339
"HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_cellulosilyticus",0.186030212296364,0.444526201678625,0.533642428428339
"PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_xylanisolvens",0.280790409823688,0.445135769957799,0.533818048421998
"PWY-621: sucrose degradation III (sucrose invertase)|g__Bacteroides.s__Bacteroides_ovatus",0.183050396653477,0.446520560021089,0.535182551750941
"DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Parabacteroides.s__Parabacteroides_merdae",0.0372963318399138,0.450449557786297,0.539593251367002
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Parabacteroides.s__Parabacteroides_merdae",0.020091520117257,0.452475059452179,0.541720140239156
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Bacteroides.s__Bacteroides_cellulosilyticus",0.201614068630658,0.452832766135911,0.541849036011331
"PWY-3841: folate transformations II|g__Blautia.s__Ruminococcus_torques",-0.00818426460053416,0.454249332382704,0.543244096729206
"PWY-7456: mannan degradation",0.0338368906861306,0.45465596000405,0.543430482806826
"PWY-5667: CDP-diacylglycerol biosynthesis I|g__Parabacteroides.s__Parabacteroides_merdae",0.0402340481863946,0.455683759980602,0.544058792219264
"PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Parabacteroides.s__Parabacteroides_merdae",0.0402340481863946,0.455683759980602,0.544058792219264
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Roseburia.s__Roseburia_faecis",-0.0144062488733251,0.456122773772592,0.544283067601986
"PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)",0.184839911478895,0.456724213538807,0.544700809432358
"PWY-6609: adenine and adenosine salvage III|g__Bacteroides.s__Bacteroides_dorei",0.14156886596991,0.458175637239919,0.546131246369035
"VALSYN-PWY: L-valine biosynthesis|g__Alistipes.s__Alistipes_finegoldii",0.0271732106407429,0.460924854787004,0.549106190392214
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_cellulosilyticus",0.190547571661038,0.461876281178467,0.549937308414142
"PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|unclassified",-0.0773081561790525,0.462275323466786,0.550110173504956
"1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Bacteroides.s__Bacteroides_dorei",0.138516245083682,0.466090200418985,0.553853223083289
"PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Bacteroides.s__Bacteroides_dorei",0.13149732362065,0.466187484496502,0.553853223083289
"PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_stercoris",-0.0341141973686278,0.466088188350209,0.553853223083289
"PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_dorei",0.151091594870037,0.467127243937474,0.554361849733026
"PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_dorei",0.151091594870037,0.467127243937474,0.554361849733026
"PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Parabacteroides.s__Parabacteroides_merdae",0.0402669994418737,0.467385515147944,0.554364757156866
"PWY-6527: stachyose degradation|g__Blautia.s__Ruminococcus_torques",0.0283910221576822,0.469258947123935,0.555938171548134
"NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Roseburia.s__Roseburia_faecis",-0.0332627848509184,0.469100380590652,0.555938171548134
"HISDEG-PWY: L-histidine degradation I|g__Parabacteroides.s__Parabacteroides_merdae",0.0104227517500908,0.469481704629942,0.555938171548134
"PWY-1042: glycolysis IV (plant cytosol)|g__Blautia.s__Ruminococcus_torques",0.0231128848405612,0.469746030594303,0.555947377552078
"PWY-1042: glycolysis IV (plant cytosol)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",-0.0792243768664768,0.477350235977442,0.564638625198208
"ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Roseburia.s__Roseburia_faecis",-0.0318458584382468,0.480379367083113,0.567911668559251
"PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_finegoldii",0.0779515390324525,0.483506694974834,0.57129716903515
"PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_dorei",0.149808775521414,0.484598581626672,0.572275273234331
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_dorei",0.194928985930893,0.485779330477288,0.57335719452303
"DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Bacteroides.s__Bacteroides_dorei",0.166536015177797,0.486564442385957,0.573971228443315
"COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Roseburia.s__Roseburia_faecis",-0.0121845989626338,0.487437378523897,0.574688138879915
"PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Blautia.s__Ruminococcus_torques",-0.0512287062252184,0.487849557244382,0.574861332544087
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)",0.00724162819056169,0.488408195904012,0.575206826371735
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Prevotella.s__Prevotella_copri",-0.0180769642592722,0.488849685980649,0.575414051884881
"PWY66-422: D-galactose degradation V (Leloir pathway)|g__Roseburia.s__Roseburia_intestinalis",-0.20237720614803,0.49453479831935,0.581789852311635
"HSERMETANA-PWY: L-methionine biosynthesis III|unclassified",-0.0344283168566867,0.501050417142776,0.589135243596525
"PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Akkermansia.s__Akkermansia_muciniphila",0.330037946011524,0.503095419506317,0.590898522531268
"PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Akkermansia.s__Akkermansia_muciniphila",0.330037946011524,0.503095419506317,0.590898522531268
"RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",-0.0419216441602037,0.506181022789864,0.594200583090809
"PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_cellulosilyticus",0.190531222057192,0.508409605355175,0.595805718428594
"METH-ACETATE-PWY: methanogenesis from acetate",0.0320775116359518,0.507994443883385,0.595805718428594
"PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Roseburia.s__Roseburia_intestinalis",-0.281300005504074,0.508333278059987,0.595805718428594
"PWY-2942: L-lysine biosynthesis III|g__Eubacterium.s__Eubacterium_eligens",0.00927271936565631,0.508648167555561,0.595805718428594
"VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_cellulosilyticus",0.185107823934302,0.509429557414232,0.596398622861502
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Eubacterium.s__Eubacterium_eligens_CAG_72",-0.125512073268524,0.511366194656218,0.598342626252713
"PWY-5686: UMP biosynthesis|g__Bacteroides.s__Bacteroides_cellulosilyticus",0.162570545120205,0.514509733409493,0.601695948353142
"PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bacteroides.s__Bacteroides_dorei",0.128923043263266,0.516089854291431,0.602893107412146
"PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Bacteroides.s__Bacteroides_dorei",0.128923043263266,0.516089854291431,0.602893107412146
"UNINTEGRATED|g__Bacteroides.s__Bacteroides_cellulosilyticus",0.183361611081781,0.518732589141821,0.604194334665488
"UNINTEGRATED|g__Blautia.s__Blautia_wexlerae",0.132199684474617,0.518206521211996,0.604194334665488
"PWY-7199: pyrimidine deoxyribonucleosides salvage",-0.00794594739755613,0.518876629816554,0.604194334665488
"PWY-7663: gondoate biosynthesis (anaerobic)|unclassified",0.060423456170243,0.518703072341634,0.604194334665488
"PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Prevotella.s__Prevotella_copri_CAG_164",-0.0807600316701671,0.518820873877757,0.604194334665488
"PWY-5097: L-lysine biosynthesis VI|g__Prevotella.s__Prevotella_copri_CAG_164",-0.0381511959053468,0.51783072808575,0.604194334665488
"PWY-6737: starch degradation V|g__Roseburia.s__Roseburia_faecis",-0.0382408106452275,0.519192420110887,0.60423736540295
"PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_xylanisolvens",0.122960349606355,0.520571068626403,0.605516642895017
"PWY-6151: S-adenosyl-L-methionine cycle I|g__Blautia.s__Ruminococcus_torques",-0.0295965558484564,0.521157023298324,0.605578173786176
"PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_xylanisolvens",0.11808237528229,0.52118287683951,0.605578173786176
"PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens",0.141292143413433,0.522433973133899,0.606706548650139
"PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Roseburia.s__Roseburia_intestinalis_CAG_13",-0.232393807038212,0.523732170115528,0.607888383845929
"PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens",0.119383776501838,0.525689711984787,0.609833836119397
"TRPSYN-PWY: L-tryptophan biosynthesis|g__Roseburia.s__Roseburia_faecis",0.0135607836240148,0.527138911495495,0.611187812311791
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Prevotella.s__Prevotella_copri_CAG_164",0.0119336592634411,0.527872001759474,0.611710496156567
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)",0.00745725303258102,0.528933664101849,0.612613174830949
"PWY-5100: pyruvate fermentation to acetate and lactate II|g__Roseburia.s__Roseburia_faecis",-0.0144749032105008,0.531440452709066,0.61509396936398
"DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens",0.126052579478624,0.531643287779757,0.61509396936398
"PWY-2942: L-lysine biosynthesis III|g__Prevotella.s__Prevotella_copri_CAG_164",-0.0300801478281061,0.53317714566928,0.61653942084596
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_dorei",0.144396493562347,0.534160040377293,0.617346563998716
