"Species","Pathway","rho","p","FDR","Pathway_clean"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I.g__Eubacterium.s__Eubacterium_eligens",0.934146151675553,0,0,"DTDPRHAMSYN PWY  dTDP L rhamnose biosynthesis I"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.6151..S.adenosyl.L.methionine.cycle.I.g__Eubacterium.s__Eubacterium_eligens",0.911749778826072,0,0,"PWY 6151  S adenosyl L methionine cycle I"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.6151..S.adenosyl.L.methionine.cycle.I.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.919060984500712,0,0,"PWY 6151  S adenosyl L methionine cycle I"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","VALSYN.PWY..L.valine.biosynthesis.g__Eubacterium.s__Eubacterium_eligens",0.88374448860711,1.49071142771266e-315,1.78699032397055e-313,"VALSYN PWY  L valine biosynthesis"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle..g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.896114060059319,0,0,"ARGSYNBSUB PWY  L arginine biosynthesis II  acetyl cycle "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.6892..thiazole.biosynthesis.I..E..coli..g__Eubacterium.s__Eubacterium_eligens",0.856639836906644,2.6864090042302e-275,2.34206021368796e-273,"PWY 6892  thiazole biosynthesis I  E  coli "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY0.1296..purine.ribonucleosides.degradation.g__Eubacterium.s__Eubacterium_eligens",0.804432760086151,4.31231463700503e-217,2.17057140886378e-215,"PWY0 1296  purine ribonucleosides degradation"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis.g__Eubacterium.s__Eubacterium_eligens",0.929821102451179,0,0,"PWY 7221  guanosine ribonucleotides de novo biosynthesis"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.5686..UMP.biosynthesis.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.859739926677535,1.8277526649323e-279,1.68199400544098e-277,"PWY 5686  UMP biosynthesis"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","TRPSYN.PWY..L.tryptophan.biosynthesis.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.795289688973632,1.04098610381995e-208,4.95243023438729e-207,"TRPSYN PWY  L tryptophan biosynthesis"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Eubacterium.s__Eubacterium_eligens",0.944231097986438,0,0,"PWY 6122  5 aminoimidazole ribonucleotide biosynthesis II"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Eubacterium.s__Eubacterium_eligens",0.944231097986438,0,0,"PWY 6277  superpathway of 5 aminoimidazole ribonucleotide biosynthesis"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.7111..pyruvate.fermentation.to.isobutanol..engineered..g__Eubacterium.s__Eubacterium_eligens",0.839978329581301,1.81748935616921e-254,1.235689311894e-252,"PWY 7111  pyruvate fermentation to isobutanol  engineered "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","COA.PWY..coenzyme.A.biosynthesis.I.g__Eubacterium.s__Eubacterium_eligens",0.870892771157706,2.49802020391243e-295,2.61588655951083e-293,"COA PWY  coenzyme A biosynthesis I"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch..g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.771099953190407,1.87411187972376e-188,7.48863871939619e-187,"NONOXIPENT PWY  pentose phosphate pathway  non oxidative branch "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.6703..preQ0.biosynthesis.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.844083196977019,2.27130240249664e-259,1.64882075999567e-257,"PWY 6703  preQ0 biosynthesis"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian..g__Eubacterium.s__Eubacterium_eligens",0.853925437347397,9.95708790037349e-272,8.24673175603206e-270,"COA PWY 1  coenzyme A biosynthesis II  mammalian "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I.g__Eubacterium.s__Eubacterium_eligens",0.919996073179156,0,0,"PWY 6121  5 aminoimidazole ribonucleotide biosynthesis I"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.6936..seleno.amino.acid.biosynthesis.g__Eubacterium.s__Eubacterium_eligens",0.848761955744256,3.90367872344769e-265,3.00122067594685e-263,"PWY 6936  seleno amino acid biosynthesis"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing..g__Eubacterium.s__Eubacterium_eligens",0.808464127418614,6.2527743801364e-221,3.23669891989958e-219,"PEPTIDOGLYCANSYN PWY  peptidoglycan biosynthesis I  meso diaminopimelate containing "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","HSERMETANA.PWY..L.methionine.biosynthesis.III.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.879895440896818,2.96936942725918e-309,3.46826155987753e-307,"HSERMETANA PWY  L methionine biosynthesis III"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.6609..adenine.and.adenosine.salvage.III.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.84841161159079,1.0712141977001e-264,8.13274745678898e-263,"PWY 6609  adenine and adenosine salvage III"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.5097..L.lysine.biosynthesis.VI.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.867288676788086,4.80159550936261e-290,4.86054843200534e-288,"PWY 5097  L lysine biosynthesis VI"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle..g__Eubacterium.s__Eubacterium_eligens",0.886192560326985,1.12133138980129e-319,1.36211872889284e-317,"ARGSYNBSUB PWY  L arginine biosynthesis II  acetyl cycle "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.5188..tetrapyrrole.biosynthesis.I..from.glutamate..g__Eubacterium.s__Eubacterium_eligens",0.789321331039519,1.82879283526464e-203,8.20749612102388e-202,"PWY 5188  tetrapyrrole biosynthesis I  from glutamate "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing..g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.870788201711034,3.57382141102861e-295,3.72106285316299e-293,"PWY 6387  UDP N acetylmuramoyl pentapeptide biosynthesis I  meso diaminopimelate containing "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation.g__Eubacterium.s__Eubacterium_eligens",0.79152001605576,2.23920897892186e-205,1.01747199014801e-203,"PWY 5695  urate biosynthesis inosine 5  phosphate degradation"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","HSERMETANA.PWY..L.methionine.biosynthesis.III.g__Eubacterium.s__Eubacterium_eligens",0.849543227625994,4.07202714606114e-266,3.14391553510085e-264,"HSERMETANA PWY  L methionine biosynthesis III"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.6936..seleno.amino.acid.biosynthesis.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.813416485864449,8.98589444306632e-226,4.80152441780385e-224,"PWY 6936  seleno amino acid biosynthesis"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian..g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.840175766537865,1.06371230414778e-254,7.28642928341229e-253,"COA PWY 1  coenzyme A biosynthesis II  mammalian "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY0.1296..purine.ribonucleosides.degradation.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.873680546878174,1.58568774824688e-299,1.70963411010689e-297,"PWY0 1296  purine ribonucleosides degradation"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","SER.GLYSYN.PWY..superpathway.of.L.serine.and.glycine.biosynthesis.I.g__Eubacterium.s__Eubacterium_eligens",0.839181438478357,1.56773339336188e-253,1.05020846178113e-251,"SER GLYSYN PWY  superpathway of L serine and glycine biosynthesis I"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing..g__Eubacterium.s__Eubacterium_eligens",0.841514491866921,2.76023386430887e-256,1.93439312467584e-254,"PWY 6387  UDP N acetylmuramoyl pentapeptide biosynthesis I  meso diaminopimelate containing "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.1042..glycolysis.IV..plant.cytosol..g__Eubacterium.s__Eubacterium_eligens",0.811966913191759,2.43134230195042e-224,1.28783395592554e-222,"PWY 1042  glycolysis IV  plant cytosol "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.6609..adenine.and.adenosine.salvage.III.g__Eubacterium.s__Eubacterium_eligens",0.840985833395148,1.17209299546355e-255,8.18264615721891e-254,"PWY 6609  adenine and adenosine salvage III"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.80161816439711,1.82790993000889e-214,9.02611025330408e-213,"PWY 5695  urate biosynthesis inosine 5  phosphate degradation"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","CALVIN.PWY..Calvin.Benson.Bassham.cycle.g__Eubacterium.s__Eubacterium_eligens",0.726364000711155,7.02366478035676e-157,2.31844557903769e-155,"CALVIN PWY  Calvin Benson Bassham cycle"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.6892..thiazole.biosynthesis.I..E..coli..g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.850687157282889,1.45329328580313e-267,1.14634012816532e-265,"PWY 6892  thiazole biosynthesis I  E  coli "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.4242..pantothenate.and.coenzyme.A.biosynthesis.III.g__Eubacterium.s__Eubacterium_eligens",0.721441002191917,8.68515656696391e-154,2.81587611755604e-152,"PWY 4242  pantothenate and coenzyme A biosynthesis III"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","RIBOSYN2.PWY..flavin.biosynthesis.I..bacteria.and.plants..g__Eubacterium.s__Eubacterium_eligens",0.843524006992457,1.07776935162582e-258,7.70119033567614e-257,"RIBOSYN2 PWY  flavin biosynthesis I  bacteria and plants "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine..g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.840418679992381,5.49736426323977e-255,3.79422250910954e-253,"ARGSYN PWY  L arginine biosynthesis I  via L ornithine "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine..g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.84682671675758,9.98493908048535e-263,7.45637602399687e-261,"ILEUSYN PWY  L isoleucine biosynthesis I  from threonine "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.7400..L.arginine.biosynthesis.IV..archaebacteria..g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.840420181822745,5.47495636470641e-255,3.79312471183709e-253,"PWY 7400  L arginine biosynthesis IV  archaebacteria "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","CALVIN.PWY..Calvin.Benson.Bassham.cycle.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.769951578031294,1.48591360852178e-187,5.88583301323377e-186,"CALVIN PWY  Calvin Benson Bassham cycle"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.5103..L.isoleucine.biosynthesis.III.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.842901301967467,6.05991195766455e-258,4.29640683971229e-256,"PWY 5103  L isoleucine biosynthesis III"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine..g__Eubacterium.s__Eubacterium_eligens",0.719002710133047,2.79053356336381e-152,8.99934726691185e-151,"ILEUSYN PWY  L isoleucine biosynthesis I  from threonine "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing..g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.86593517912194,4.22410183333532e-288,4.11590157781834e-286,"PEPTIDOGLYCANSYN PWY  peptidoglycan biosynthesis I  meso diaminopimelate containing "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.amino.acid.biosynthesis.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.845141434121943,1.17267350374113e-260,8.61584028696255e-259,"BRANCHED CHAIN AA SYN PWY  superpathway of branched amino acid biosynthesis"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.6700..queuosine.biosynthesis.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.858127844079137,2.76254702766352e-277,2.5042969846297e-275,"PWY 6700  queuosine biosynthesis"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.5686..UMP.biosynthesis.g__Eubacterium.s__Eubacterium_eligens",0.824547668921142,3.31782355203193e-237,1.95644216639398e-235,"PWY 5686  UMP biosynthesis"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","GLUTORN.PWY..L.ornithine.biosynthesis.g__Eubacterium.s__Eubacterium_eligens",0.845861525256047,1.54104910004808e-261,1.14144128666569e-259,"GLUTORN PWY  L ornithine biosynthesis"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","SER.GLYSYN.PWY..superpathway.of.L.serine.and.glycine.biosynthesis.I.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.706578328165371,7.62243447996301e-145,2.37822566197613e-143,"SER GLYSYN PWY  superpathway of L serine and glycine biosynthesis I"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing..g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.789050312601209,3.13521513146621e-203,1.40360577175542e-201,"PWY 6386  UDP N acetylmuramoyl pentapeptide biosynthesis II  lysine containing "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.amino.acid.biosynthesis.g__Eubacterium.s__Eubacterium_eligens",0.710697205147903,2.88786358614999e-147,9.16720599359565e-146,"BRANCHED CHAIN AA SYN PWY  superpathway of branched amino acid biosynthesis"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.5103..L.isoleucine.biosynthesis.III.g__Eubacterium.s__Eubacterium_eligens",0.708937492348515,3.16458575351446e-146,9.94170983013568e-145,"PWY 5103  L isoleucine biosynthesis III"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","GLUTORN.PWY..L.ornithine.biosynthesis.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.855158611609745,2.43091401065445e-273,2.06017135758766e-271,"GLUTORN PWY  L ornithine biosynthesis"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose..g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.824610571483139,2.84420260666839e-237,1.68260440571769e-235,"GLYCOGENSYNTH PWY  glycogen biosynthesis I  from ADP D Glucose "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.5667..CDP.diacylglycerol.biosynthesis.I.g__Eubacterium.s__Eubacterium_eligens",0.811745679835055,4.01186619758205e-224,2.10058086167076e-222,"PWY 5667  CDP diacylglycerol biosynthesis I"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY0.1319..CDP.diacylglycerol.biosynthesis.II.g__Eubacterium.s__Eubacterium_eligens",0.811745679835055,4.01186619758205e-224,2.10058086167076e-222,"PWY0 1319  CDP diacylglycerol biosynthesis II"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.6737..starch.degradation.V.g__Eubacterium.s__Eubacterium_eligens",0.767760159765779,7.4722705619065e-186,2.93431555837281e-184,"PWY 6737  starch degradation V"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.6737..starch.degradation.V.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.804474043929156,3.94326474468676e-217,1.99031099481821e-215,"PWY 6737  starch degradation V"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.5188..tetrapyrrole.biosynthesis.I..from.glutamate..g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.819405883831844,7.94342733872982e-232,4.45345198581526e-230,"PWY 5188  tetrapyrrole biosynthesis I  from glutamate "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.5667..CDP.diacylglycerol.biosynthesis.I.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.763033620825658,3.02046533891024e-182,1.15865050400597e-180,"PWY 5667  CDP diacylglycerol biosynthesis I"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY0.1319..CDP.diacylglycerol.biosynthesis.II.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.763033620825658,3.02046533891024e-182,1.15865050400597e-180,"PWY0 1319  CDP diacylglycerol biosynthesis II"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","TRPSYN.PWY..L.tryptophan.biosynthesis.g__Eubacterium.s__Eubacterium_eligens",0.774876191543129,1.8986145196953e-191,7.72202124182322e-190,"TRPSYN PWY  L tryptophan biosynthesis"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria..g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.784210274455839,4.16606119135339e-199,1.81168976056444e-197,"PWY 6385  peptidoglycan biosynthesis III  mycobacteria "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","RIBOSYN2.PWY..flavin.biosynthesis.I..bacteria.and.plants..g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.715103751214643,6.64195276910883e-150,2.11949249397429e-148,"RIBOSYN2 PWY  flavin biosynthesis I  bacteria and plants "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine..g__Eubacterium.s__Eubacterium_eligens",0.827818906640649,1.0143013277502e-240,6.0995328359526e-239,"ARGSYN PWY  L arginine biosynthesis I  via L ornithine "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.7400..L.arginine.biosynthesis.IV..archaebacteria..g__Eubacterium.s__Eubacterium_eligens",0.827849593258901,9.39388809518056e-241,5.66774950272467e-239,"PWY 7400  L arginine biosynthesis IV  archaebacteria "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.6168..flavin.biosynthesis.III..fungi..g__Eubacterium.s__Eubacterium_eligens",0.792475041734082,3.25348285897509e-206,1.48949023048706e-204,"PWY 6168  flavin biosynthesis III  fungi "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.5097..L.lysine.biosynthesis.VI.g__Eubacterium.s__Eubacterium_eligens",0.855008795520796,3.82340545717751e-273,3.21042722743002e-271,"PWY 5097  L lysine biosynthesis VI"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.1042..glycolysis.IV..plant.cytosol..g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.770056238804155,1.2310042610184e-187,4.88673826579876e-186,"PWY 1042  glycolysis IV  plant cytosol "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.6700..queuosine.biosynthesis.g__Eubacterium.s__Eubacterium_eligens",0.848336367750694,1.33011023223005e-264,1.00564060338024e-262,"PWY 6700  queuosine biosynthesis"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.2942..L.lysine.biosynthesis.III.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.800335315391161,2.78867890431536e-213,1.35862348437246e-211,"PWY 2942  L lysine biosynthesis III"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","RHAMCAT.PWY..L.rhamnose.degradation.I.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.733430383124495,1.9400544399552e-161,6.55839182753687e-160,"RHAMCAT PWY  L rhamnose degradation I"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","RHAMCAT.PWY..L.rhamnose.degradation.I.g__Eubacterium.s__Eubacterium_eligens",0.737439806730159,4.32229808892974e-164,1.47484257450166e-162,"RHAMCAT PWY  L rhamnose degradation I"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.2942..L.lysine.biosynthesis.III.g__Eubacterium.s__Eubacterium_eligens",0.769155007923011,6.20367365509723e-187,2.451998647929e-185,"PWY 2942  L lysine biosynthesis III"
"UNINTEGRATED.unclassified","PWY.7199..pyrimidine.deoxyribonucleosides.salvage.unclassified",0.817841619797072,3.18081464353152e-230,1.76162989725799e-228,"PWY 7199  pyrimidine deoxyribonucleosides salvage unclassified"
"UNINTEGRATED.unclassified","PWY.6700..queuosine.biosynthesis.unclassified",0.879447023083972,1.55752114281629e-308,1.79617675590226e-306,"PWY 6700  queuosine biosynthesis unclassified"
"UNINTEGRATED.unclassified","PWY.6163..chorismate.biosynthesis.from.3.dehydroquinate.unclassified",0.832164209452656,1.66270458871133e-245,1.05194931635101e-243,"PWY 6163  chorismate biosynthesis from 3 dehydroquinate unclassified"
"UNINTEGRATED.unclassified","PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis.unclassified",0.885364361945952,2.85309076635236e-318,3.44279250163284e-316,"PWY 7221  guanosine ribonucleotides de novo biosynthesis unclassified"
"UNINTEGRATED.unclassified","PWY.5686..UMP.biosynthesis.unclassified",0.866998187115729,1.26033862079684e-289,1.26876408892482e-287,"PWY 5686  UMP biosynthesis unclassified"
"UNINTEGRATED.unclassified","PWY.3841..folate.transformations.II.unclassified",0.870105199246415,3.67877884477903e-294,3.78706380399541e-292,"PWY 3841  folate transformations II unclassified"
"UNINTEGRATED.unclassified","TRNA.CHARGING.PWY..tRNA.charging.unclassified",0.829089222970968,4.18038961142571e-242,2.56467606430262e-240,"TRNA CHARGING PWY  tRNA charging unclassified"
"UNINTEGRATED.unclassified","ARO.PWY..chorismate.biosynthesis.I.unclassified",0.822788899124285,2.40118138299068e-235,1.39337343883672e-233,"ARO PWY  chorismate biosynthesis I unclassified"
"UNINTEGRATED.unclassified","PWY.6609..adenine.and.adenosine.salvage.III.unclassified",0.858414814910422,1.13586868369756e-277,1.03483316428267e-275,"PWY 6609  adenine and adenosine salvage III unclassified"
"UNINTEGRATED.unclassified","HISTSYN.PWY..L.histidine.biosynthesis.unclassified",0.762893113301363,3.85473196131295e-182,1.47556871989671e-180,"HISTSYN PWY  L histidine biosynthesis unclassified"
"UNINTEGRATED.unclassified","PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing..unclassified",0.881843020543457,2.0547522415304e-312,2.43114549304712e-310,"PWY 6387  UDP N acetylmuramoyl pentapeptide biosynthesis I  meso diaminopimelate containing  unclassified"
"UNINTEGRATED.unclassified","PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing..unclassified",0.878764632897773,1.9154386435162e-307,2.19504449833388e-305,"PEPTIDOGLYCANSYN PWY  peptidoglycan biosynthesis I  meso diaminopimelate containing  unclassified"
"UNINTEGRATED.unclassified","PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing..unclassified",0.863415119606442,1.54847256209161e-284,1.48498518704586e-282,"PWY 6386  UDP N acetylmuramoyl pentapeptide biosynthesis II  lysine containing  unclassified"
"UNINTEGRATED.unclassified","PWY.4242..pantothenate.and.coenzyme.A.biosynthesis.III.unclassified",0.815525820035997,7.02838398770879e-228,3.80012417329501e-226,"PWY 4242  pantothenate and coenzyme A biosynthesis III unclassified"
"UNINTEGRATED.unclassified","COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian..unclassified",0.86768697960361,1.27386009269621e-290,1.30398903084369e-288,"COA PWY 1  coenzyme A biosynthesis II  mammalian  unclassified"
"UNINTEGRATED.unclassified","COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis.unclassified",0.819692662765172,4.02277942625157e-232,2.27636844489844e-230,"COMPLETE ARO PWY  superpathway of aromatic amino acid biosynthesis unclassified"
"UNINTEGRATED.unclassified","X1CMET2.PWY..N10.formyl.tetrahydrofolate.biosynthesis.unclassified",0.849993565727813,1.10007804474143e-266,8.5660350654844e-265,"X1CMET2 PWY  N10 formyl tetrahydrofolate biosynthesis unclassified"
"UNINTEGRATED.unclassified","PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria..unclassified",0.872329642763213,1.76410259723417e-297,1.858018117006e-295,"PWY 6385  peptidoglycan biosynthesis III  mycobacteria  unclassified"
"UNINTEGRATED.unclassified","COA.PWY..coenzyme.A.biosynthesis.I.unclassified",0.817364815078013,9.72612307582772e-230,5.35406914092619e-228,"COA PWY  coenzyme A biosynthesis I unclassified"
"UNINTEGRATED.unclassified","PWY0.1296..purine.ribonucleosides.degradation.unclassified",0.734081426669683,7.25196388025315e-162,2.46067102164046e-160,"PWY0 1296  purine ribonucleosides degradation unclassified"
